,pi0_zinb,alpha_zinb,beta_zinb,mean_zinb,activemean_zinb,cv_zinb,loglike_zinb
Prkar2b,0.0,0.09673268360076535,0.3906863898652298,0.2475967581930203,0.2475967581930203,3.215239893896352,-280.3894383143129
Necab1,0.0,0.1027916614437305,0.6531458751953281,0.15737933185751177,0.15737933185751177,3.1190408098248468,-219.71482040703648
Nr2f2,0.5030003696459685,0.7223560663569889,0.6492486258813925,0.5529633543329229,1.1126031501050138,1.9487191299372715,-498.9151034306414
Stmn1-rs1,0.8641851663926444,1.2618180888990689,3.587211508447646,0.047773490183950655,0.35175458317068026,3.4925878662781047,-97.989565102076
Shisa9,0.0,0.1910232191478828,1.4847743066128123,0.12865471762079483,0.12865471762079483,2.288004741964647,-205.15072582682765
Sub1,0.012609395431044773,2.413188526561001,0.5996300018495713,3.9737165766060087,4.024462617143023,0.657610718679431,-1300.1267671010817
Vat1l,0.9601063719553871,412.85507083799797,732.7144273994112,0.022478452745636018,0.5634597264630438,4.911962452808526,-51.12491479927966
Pcdh18,0.0,0.07060120112829069,0.2692158649737583,0.26224755043753645,0.26224755043753645,3.763517632968712,-268.8394636498278
Dpysl5,0.0,0.1691637189322028,5.971370527914003,0.028329127817713448,0.028329127817713448,2.431343878633213,-69.66047312866596
Agtr2,0.8835768899501666,0.007829765115219765,0.14206895523956556,0.006416360309938496,0.05511242834169312,33.23556989394403,-9.571824209339953
Cxcl14,0.5442826101692699,0.8968899250270859,0.5573593622783946,0.7333299900588514,1.6091771049843777,1.9081287364130832,-568.0602945197356
Ptprf,0.0,0.39820942003416177,0.536982381584083,0.7415688739348489,0.7415688739348489,1.5846897004016205,-612.215748858398
Cers5,0.3765561140749056,0.5450094015788277,0.7605129809685709,0.4467810381793556,0.7166339237033363,1.883361446952579,-452.0314380902179
Nacc2,0.5123007586728052,1.309569787836269,0.9283155234007372,0.6879947344336919,1.410694698973542,1.6174618037571034,-576.5328079347915
Cntnap2,0.5929132003814581,3.4266709016508314,11.669050260690753,0.11954293276104594,0.2936546527007579,1.4742282265542417,-198.59357535324557
Asic4,0.0,78.10736764862529,21758.675449803806,0.0035897115074313758,0.0035897115074313758,0.11314985433751384,-11.075616780971332
Tph2,0.760847947809811,0.09207223805772256,0.8109492311793176,0.0271524576812615,0.11353637751629299,6.971098722382488,-55.556819332290466
Rit2,0.0,0.056513008412509315,0.398763923917409,0.14172046422186915,0.14172046422186915,4.206547394741166,-185.6863682082874
Scg2,0.0,0.16103701425928063,0.13200871772106168,1.2198968146903495,1.2198968146903495,2.4919374968624584,-672.8464131586313
Nr2e1,0.0,0.08832294669230244,0.490721580470382,0.17998586205978617,0.17998586205978617,3.3648307565332067,-232.12442331405796
Bmp3,0.0,357.6786196739239,33219.33730933892,0.010767181065149366,0.010767181065149366,0.05287538097690494,-31.913528686755626
B3galnt1,0.4031653336673565,0.20481221764916988,0.399036164819181,0.30633572181830276,0.5132673068416702,2.9759366548940713,-323.1317522536617
Gm9846,0.0,0.5757499916662253,0.07008694230361301,8.214796832940808,8.214796832940808,1.3179017352936278,-1664.4864973283304
Kcnn1,0.9180842144831749,0.8370460508588468,1.2054341031219122,0.05688181924858332,0.6943938691389351,5.078570069722165,-98.17909663921301
Fam19a2,0.0,0.2118191956487146,3.486778459108624,0.06074925554715771,0.06074925554715771,2.172787943321967,-122.26519460792294
Samd4,0.6970972522567188,1179.571648295212,2696.581574921493,0.13249941954346148,0.43743221390569414,1.517955357008974,-217.55263655487263
Stmn1,0.0,0.6391980443740753,1.1455001473961821,0.5580078237676582,0.5580078237676582,1.2507838965674438,-533.6942154310141
Egln3,0.0,0.018368830071714963,0.6507528022078181,0.028227047212697014,0.028227047212697014,7.378349984950063,-55.14625834971762
Bmper,0.7568203127262966,2989.7720020541146,14098.75913339645,0.051568497170576454,0.21205922973548,1.7645285443933738,-108.30502544485337
Cd200,0.11228181453428845,0.1745833702406779,0.2989087201476391,0.518488830188674,0.5840691772205457,2.564935561813321,-449.5959043999042
1810041L15Rik,0.0,0.06446922949244509,0.6790027241018776,0.09494693791945984,0.09494693791945984,3.938435706128852,-149.55303721769826
Rnf128,0.8875215400677866,499.5403511092637,956.0261655981603,0.05877195770223723,0.5225174467863173,2.812185749489499,-114.1547034687502
P2ry1,0.0,0.03748976125006906,0.9622520062647794,0.03896043968315005,0.03896043968315005,5.164682908366659,-77.29115943145882
Sorcs1,0.0,0.04245920311945434,0.5422897417845094,0.07829615765869757,0.07829615765869757,4.853042342200313,-122.2246408345228
Htr3a,0.9198778156286583,0.21560248487832995,0.04817488766651769,0.35857980954560764,4.475412301338423,8.328841007870327,-152.42876555324432
Kcnip1,0.0,0.13238760370983624,4.5700657819659884,0.02896842409408047,0.02896842409408047,2.7483772145972223,-70.78284818852904
Sco2,0.0,0.08688180201314194,0.901588476374708,0.09636525342747738,0.09636525342747738,3.39262290597799,-158.7400539900356
2610044O15Rik8,0.0,0.03252024640150697,0.34222583946792334,0.09502568962083027,0.09502568962083027,5.545274971735452,-129.1755674250417
Tmem41b,0.12505651390125858,0.3712012366924997,1.1040783014699824,0.2941640132257683,0.3362091585336639,1.7949755717191436,-359.3999111555773
Cdh9,0.8900225314683966,951.5997844574516,7641.419254346043,0.013695693413278937,0.12453181179873503,2.846458646257287,-37.32117830623704
Ppp2r3d,0.0,0.09528098013132659,0.45994130650102993,0.20715899786468348,0.20715899786468348,3.239641040079506,-253.07307825870834
Usp28,0.0,0.4965737715978327,3.4795721129104056,0.14271115973006387,0.14271115973006387,1.4190840263731894,-230.18213804347496
Trib2,0.3943782338958128,1.262400240966143,1.016196470916937,0.7523516222944643,1.2422796940310674,1.3997059224106316,-623.9692293854927
L2hgdh,0.0,0.07515538431466214,0.49876246255936124,0.1506837221249732,0.1506837221249732,3.647707028770845,-201.5122683173493
Cited2,0.0,0.21252944256219997,0.76269795446548,0.27865479554241956,0.27865479554241956,2.1691543117190184,-335.83653912850866
Btbd11,0.8934228476009484,1950.6942985898997,9189.665777597396,0.022623177880048147,0.21227042917548863,2.8961498736259874,-57.68123093051813
Rgs12,0.0,0.4870554999047759,1.2664562518008808,0.38458138543055925,0.38458138543055925,1.4328831449455068,-433.6017296454985
Cnr1,0.0,0.16952138494325164,0.3153184866947879,0.5376195564053294,0.5376195564053294,2.428777629427446,-464.02748949607417
Kcnd3,0.0,0.16456903458554648,2.10104493871306,0.07832723210877579,0.07832723210877579,2.46505117231328,-145.60972424070235
Htr3b,0.9920594676563773,13416.42382891976,20655.532514695256,0.005157627733562173,0.6495317329327978,11.177903542640768,-14.655841270903913
Sulf2,0.6079462836117542,0.7850031945891025,1.1097478623720158,0.277327337362451,0.7073707652035551,2.1908719582394,-332.2192814217485
Capn5,0.0,0.03651841866051618,0.45135198274975546,0.08090895809969934,0.08090895809969934,5.2329190724266885,-122.68562562729379
Osbpl5,0.9010032696043115,1.9765439144679244,2.5059848412101706,0.07808163153984911,0.7887293977059443,3.7698744025565394,-131.1987013390663
Nrtn,0.8835750772994606,0.013896726687658463,0.44228470187013497,0.0036581082808426406,0.031420319601601014,25.013290898326286,-8.830185225074938
Nr2f1,0.015801000400655275,0.5128233365938671,0.49768387560124266,1.0141381700123173,1.0304198342257618,1.4132764759567142,-727.1986868208576
Galnt14,0.0,0.027846304370068176,0.7800537439706087,0.035697930540433874,0.035697930540433874,5.992612793169233,-70.32850005473028
Slc35f1,0.3758787126483087,1.026380017178832,5.400073406239856,0.11862535366528508,0.19006778981797476,1.47082434301211,-200.70521054792457
Mmgt1,0.0,0.10952718579713915,0.38389230503506716,0.28530706232086167,0.28530706232086167,3.0216143580545496,-310.7580882285208
Htr7,0.0,0.003373242212554437,0.12010277082764026,0.028086298003860245,0.028086298003860245,17.21774362393312,-30.510218701505558
E130309F12Rik,0.0004863266250696013,118.0362127344122,6574.9373986894825,0.017943715875523413,0.0179524466283039,0.09467133532900814,-48.7024868833034
Wtap,0.0,0.14166570175834858,0.45155044062296523,0.3137317318590247,0.3137317318590247,2.656853704707127,-343.32164706082966
Racgap1,0.6793817109908694,0.6896743192487842,9.021910256610157,0.024509465725295887,0.07644437814524643,2.5770836084858804,-60.040143029525254
Arhgap24,0.767332748161644,126.29596338644468,1070.569793918414,0.02744793929954751,0.11797078911052243,1.825380646171691,-66.20774053899933
Maml3,0.81944271738019,0.41853533965324563,0.5333884725481461,0.14167835920250033,0.7846726376627247,4.215595129691901,-178.4872966969951
Gng2,0.46401331284347297,0.4615158435472734,0.5288208921549288,0.4677696205328479,0.8727261921642516,2.2154694876222627,-443.97631549355333
Tnc,0.0,0.04259405288309778,0.44138787914675076,0.09650027763661424,0.09650027763661424,4.845354057556221,-138.95954456069586
Fndc3a,0.0,0.15493176406649778,0.44004401585917663,0.3520824246728973,0.3520824246728973,2.540561819652097,-370.085638581145
Npas3,0.0,0.4134054525669509,1.0452831415497243,0.39549614466568445,0.39549614466568445,1.5552918627833014,-436.5992964473667
Celf6,0.0,0.2660077368612548,4.727488285082974,0.056268301647750346,0.056268301647750346,1.938888638825001,-119.14884987901829
Inpp4b,0.8310473586436916,4.939893829515827,9.060781014185041,0.09211216000141859,0.5451951461780404,2.4732540327531063,-162.55454320018984
Npas1,0.0,0.021577222661985893,0.2533970198866701,0.08515184066346218,0.08515184066346218,6.807728517767507,-107.37752979918461
Ache,0.0,0.35075808980732065,8.08648211229538,0.043375856761495586,0.043375856761495586,1.6884808983328747,-96.54858626271177
Clnk,0.8831903838598085,0.013486257032224506,0.4227866639208697,0.003726050610236244,0.031898492036514764,25.344640147609365,-8.846786178203086
Sel1l3,0.0,0.07967748905370735,0.31321305606026634,0.25438750879649263,0.25438750879649263,3.542682078404793,-273.22826036573576
Adarb2,0.967057199139336,3256.7649451098923,3135.8421793145967,0.03421312454576283,1.0385614960449718,5.418945170571056,-64.97389861539786
Nrxn3,0.06633897505971566,0.6042972530318818,0.5751577974451323,0.9809634767025275,1.050663410486979,1.357735626954783,-719.1288138371899
Fam211b,0.747463328760181,0.5909919231323773,2.2470307188163106,0.06641971191034268,0.2630101663424075,3.108072900885861,-124.39800755727616
Akap7,0.0,0.1983355461828918,0.6852436182820365,0.28943800553755716,0.28943800553755716,2.2454310393410113,-341.6604740102107
Chrna4,0.8934444202291186,0.6086475503845391,1.4938407562530764,0.043414796614615885,0.4074380403913857,4.87891736183966,-84.07651613445492
Ugp2,0.3993045711319637,1.233811154985299,0.5517394481519777,1.3432875306786323,2.236220663789556,1.41915513729326,-816.7612656214023
Tmem242,0.0,0.18024955552277022,0.45942015046602763,0.39234142285646,0.39234142285646,2.3553903898257755,-400.9990638333273
Csdc2,0.3558312170607229,0.7653515912467297,2.147921889146649,0.22953143945561064,0.3563218919244765,1.6064624314692313,-311.3956723857901
Camk2d,0.14634013686361147,0.7666006992088444,2.4549883677086273,0.2665659261667638,0.3122624568377707,1.3036510921688642,-344.18304445609886
Rph3a,0.5061384216781073,0.4671028522381097,0.40334816441315924,0.5719231477862271,1.1580636617442122,2.315122111446114,-480.40555320928877
Olfm2,0.8536632342389661,2.034606538203129,10.738251854358625,0.02772683528334722,0.18947278996602115,3.031866295683587,-67.29042193833567
Pcp4l1,0.5139627633592582,0.9432858052885594,0.48405474382533353,0.9471491231378646,1.948717200525846,1.7996148719026732,-656.24312280717
Ablim1,0.33714519525690106,0.6634736865794917,0.168259780586162,2.6137364463317376,3.943150789024962,1.6680693828310764,-1039.2571447339908
Igf1,0.0,0.11819212072269213,0.27927446888218815,0.4232113346979506,0.4232113346979506,2.9087455867254537,-386.6621321250929
Sorcs2,0.0,0.09424784874561218,0.5498311444325042,0.17141235031872915,0.17141235031872915,3.257348884596377,-227.64242470875016
Ddah1,0.45034225901203934,6.115705738073213,5.817609877077393,0.5778223482777052,1.0512402631483388,1.0567857949010366,-549.7815647378592
3110043O21Rik,0.0,0.090244962448782,0.5952102578885918,0.15161862762397746,0.15161862762397746,3.3288062310132105,-208.91565025188137
Adra1b,0.0,0.029795042432003545,0.45477157938318197,0.06551650055268472,0.06551650055268472,5.79332637645446,-102.61985445281712
Vash2,0.0,0.007904752941325716,1.6382150222803649,0.004825223083550075,0.004825223083550075,11.247496056694414,-14.819199323649638
2510009E07Rik,0.0,0.1952656110911014,0.5401610482990483,0.3614951720528299,0.3614951720528299,2.2630133582838896,-387.11436502299273
Zfp518b,0.8261368210950506,0.6312284222021228,1.7028202193414441,0.06445036231814347,0.37069586972971624,3.7233699716566826,-118.48958739373148
Magi3,0.47418065206594234,0.6798111222666369,1.1548226263484356,0.30953484359658706,0.5886714606694264,1.9233633427838464,-364.22250505115926
Capza1,0.3127096311240036,0.5295395376224643,0.6908743875630183,0.5267924686436151,0.7664773034796607,1.789591775338137,-500.6183369035514
Enho,0.450627545764833,1.0235849108027255,0.7391219616084107,0.7608072602011274,1.3848660491365892,1.6120099207658365,-613.2112356642174
Asic1,0.0,0.22100631071303856,3.699671427032331,0.059736740159738295,0.059736740159738295,2.12714777864267,-121.11193841799762
Gng4,0.0,0.21891897470054905,10.27180477872432,0.0213126105311103,0.0213126105311103,2.1372646234484463,-55.80729674153133
Bend4,0.0,0.01870240482615107,0.4862301394505629,0.03846410024537902,0.03846410024537902,7.31225407724684,-65.33717541532275
Stat5b,0.0,0.12309931193845582,0.8065714514789809,0.15262046742757018,0.15262046742757018,2.850179337187204,-220.56497788714535
Cntn4,0.0,0.25461259567053557,2.4843390911979104,0.1024870544333645,0.1024870544333645,1.9818010666120451,-179.61750578526383
Slc35f4,0.0,0.035557485957820864,1.8847497548813164,0.018865892337022714,0.018865892337022714,5.3031568998611265,-47.17859276855127
Frmd7,0.0,4.2028029879825635,2339.9758246215324,0.0017960882090148622,0.0017960882090148622,0.4877872943456923,-7.115898574157598
Pdzd2,0.0,0.092470304885147,0.5410915011998213,0.1708958737664563,0.1708958737664563,3.288507640434974,-225.46433125593114
Erbb4,0.9882027407408351,822.9894582203314,769.4761063535051,0.012617701740207713,1.0695451768092221,9.157971820525239,-27.888021091680187
Bglap2,1.0,,,0.0,0.0,,
Tac2,0.0,0.017531536339423105,0.1452909821069652,0.12066499988633946,0.12066499988633946,7.55248744303002,-116.28657692769721
Rpl34-ps1,0.10988472664766881,0.7507345305804072,0.16522778555789872,4.04435773103338,4.543633675447019,1.2727598836796161,-1320.1926604636972
Fam163a,0.0,0.01689377637023289,0.3458778298542781,0.04884318945030507,0.04884318945030507,7.693724476386003,-75.30173230712727
Gm11110,1.0,,,0.0,0.0,,
Hcn3,0.7418626689471276,0.06402228350082038,0.3099919289485904,0.053312811875024374,0.20652887227731,7.961321189356683,-78.0091398584542
Cenpa,0.0,0.03332715652024154,0.6611960589682594,0.050404348404988614,0.050404348404988614,5.4777331225704184,-89.39075703408267
Col6a3,0.9477028584584245,2213.682841351243,6534.124551240033,0.017717642811129537,0.3387879774852371,4.257950427991561,-44.769398597923185
Dlx6os1,0.0,0.03502133768024773,0.45845397235563534,0.07639008448394623,0.07639008448394623,5.343596230033971,-116.60234576853698
Col15a1,0.0,0.02265712691184853,1.0478628522544715,0.02162222552608086,0.02162222552608086,6.643509820771318,-48.71139777147484
Cacng5,0.818815853962088,0.022699771127280798,0.18103562409520263,0.022718394059224344,0.12538842142662204,15.737227179113967,-32.32162917024395
Xist,0.4627697314310354,1.8313873235186982,0.1278168145897109,7.697552992741757,14.328219095409397,1.370323586521136,-1397.051905715814
Scn7a,0.9482963468648701,1.3016984662535318,3.2383277430602018,0.02078312367546303,0.40196625219392834,5.7618805635705375,-48.957054975824164
Dennd2a,0.3126116575804109,0.14138910273666908,0.6881788926931816,0.1412266810247592,0.2054539949392289,3.2778024035247477,-202.38101080411397
Wnt5a,0.0,0.2069732717897826,2.68497388355561,0.07708576722381212,0.07708576722381212,2.1980768257059844,-146.41041114375295
Tmem229b,0.8180991263951313,0.34035840733898415,0.7970645570096612,0.07767437541821666,0.427014856382403,4.544181989583868,-125.4311544838872
Cbln2,0.0,0.06890493108112417,0.9302400343865984,0.07407220559644068,0.07407220559644068,3.809560268662062,-129.2711015260638
Bloc1s3,0.0,313.1316882623577,24910.203874314426,0.012570418525768717,0.012570418525768717,0.05651145513285867,-34.181259621947675
Socs2,0.0,0.06421161614420286,0.3650253927317637,0.17590999810631888,0.17590999810631888,3.9463281879197303,-212.82882480368494
Slc18a3,1.0,,,0.0,0.0,,
Mybpc1,0.0,62.29949200993723,11566.427418279456,0.005386234639010469,0.005386234639010469,0.12669449573204591,-18.85490893162782
AI848285,0.9547723929275376,0.6257664926838553,0.5851424518615568,0.04836757435762754,1.0694258991003955,7.5129008961901524,-72.92824707304304
Wnt5b,0.0,0.021878512495165047,0.7182017668269824,0.03046290541977414,0.03046290541977414,6.760691273434535,-60.539736260229155
Tcerg1l,0.9491509306348087,0.9445843628897218,1.5423524704673564,0.031141543006249592,0.6124309332506196,6.283775000060302,-62.755949012207246
Scgn,0.0,3.906606225104315,2179.068159722395,0.0017927875306121685,0.0017927875306121685,0.5059413568392451,-7.139440736822661
Myl1,0.8825758895685631,0.03161934105250316,1.5003845770145932,0.002474614210515364,0.021074157610589474,16.638790461178914,-8.2897460576075
Chat,0.9633765342081207,0.09646327767914907,1.3699608486111698,0.0025787740969651393,0.07041316383379934,17.58877272091964,-8.10672030947797
Gpr176,0.8835714815716093,0.007829480796099122,0.14212734716435943,0.006413789234377191,0.055087785372120716,33.23539654233908,-10.24774847405869
Gpr68,0.0,0.01682420422827477,1.7690644353026634,0.009510226927034668,0.009510226927034668,7.709615767852659,-26.186830287538307
Hcrtr2,0.8026014376308425,0.05420995028069455,0.6773345686385888,0.015798641833711605,0.08003422944978883,9.874988511188246,-34.206027563684245
Cntn6,0.7720573004525461,0.18952998101709603,2.733005403467719,0.015807497293418668,0.06934855700490555,5.151131633105405,-40.57282964256682
Col24a1,0.0,843.4123990985199,94354.94211736709,0.008938719903504455,0.008938719903504455,0.03443340806267938,-28.09562504348014
Glra2,0.8539452581212773,0.018896859931317383,0.3314447738608753,0.008327106707512738,0.057013600519914616,19.187723658079445,-16.484473553490826
Rgs16,0.5210723002872482,0.49188945216925406,1.454808911003806,0.16193156507258305,0.3381127572485478,2.30929635422304,-238.53120824973587
Scn5a,0.0,44.878169697742365,12482.159232731748,0.0035953851301671527,0.0035953851301671527,0.1492734023817556,-12.776091320234954
Grpr,0.0,4.830785786952775,2681.008529498854,0.001801853941828289,0.001801853941828289,0.45497874672298283,-7.060230894337472
Penk,0.0,0.02094968793492768,0.15319303002647885,0.13675353200668858,0.13675353200668858,6.908936815477292,-135.79241029661338
Calb2,0.0,0.015052135265280493,0.23894950757354058,0.06299295369189223,0.06299295369189223,8.15081326898332,-81.60065995051835
Rgs8,0.9124885667995636,75.82951582956846,231.68817924663952,0.028641727129619914,0.3272912587777968,3.252348788286573,-68.14991580064198
Slc5a6,0.0,0.08590124635355266,0.8105003122255844,0.10598545744871224,0.10598545744871224,3.411931217304684,-168.99575442078046
Vangl2,0.7543901360755448,0.16881526923755005,1.9053895487088355,0.021760744585747116,0.08859882187972833,5.214361244416322,-51.76166326582979
A230072E10Rik,0.0,4.911895781138286,2724.699005290895,0.001802729685591044,0.001802729685591044,0.4512065839971943,-6.756160389823284
Bard1,0.0,3.906606225104315,2179.068159722395,0.0017927875306121685,0.0017927875306121685,0.5059413568392451,-7.139440736822661
Lca5l,0.959686856629193,8.602659058560716,31.909175268606926,0.01086835448044692,0.26959828908596817,5.166169771504094,-30.59504693403282
H2-M5,0.8320441845765372,0.056398587224263164,1.1972904808577889,0.007911589424143705,0.047105183016118914,10.512993150677573,-21.059529259028224
Bag2,0.7257885275030999,0.2731688227973717,0.8710484526514669,0.08599524505381823,0.31360921653192453,3.999610151589525,-141.42923832176353
Trpc3,0.0,0.05317347054512429,0.671820896333958,0.07914828317381198,0.07914828317381198,4.336631265007379,-129.60203600828646
Fam159b,0.8844740743627044,0.005221395110674214,0.046316950805308815,0.013023450222667697,0.11273184050094552,40.81008608242914,-10.357284528803257
Gpc3,0.0,0.06281510882442039,1.0344047907200877,0.06072584870831123,0.06072584870831123,3.9899544868574193,-112.09337287269287
Clrn1,0.0,2.1173623473522225,293.9727377924179,0.007202580631294285,0.007202580631294285,0.6872304705554685,-25.270364935978776
Dnajc4,0.0,0.015472412928677801,0.49421066867172925,0.031307322786580875,0.031307322786580875,8.039350737821165,-55.928136013897614
Rimklb,0.0,0.1399874955581165,2.229587010115774,0.06278628953388433,0.06278628953388433,2.672731782572632,-123.42292812726296
2610002M06Rik,0.0,0.08146202136974261,0.8647581468252017,0.0942020860616523,0.0942020860616523,3.503663661331327,-154.87287140918247
Cep120,0.0,0.13757123420955156,0.777365995829828,0.1769709955767953,0.1769709955767953,2.6961011597906452,-243.93553090497895
Dfna5,0.791355021485089,0.05333226911105738,0.5406144599166073,0.02058307901076952,0.09865120721943725,9.677819693651323,-39.70955693357596
Dlx1,0.0,0.05892124828464419,1.0165710816726465,0.05796077553937133,0.05796077553937133,4.119685192106533,-107.77546688917721
Panx1,0.0,0.02105656598904228,0.38495620509217604,0.05469860132271509,0.05469860132271509,6.891380460102988,-86.85112281601941
Slc7a1,0.3862501731593498,0.27258610994163024,0.15463699781601467,1.0818864834332418,1.7627483318445567,2.5703358119852493,-618.7686381552571
Dlx2,0.0,0.03435007977824201,1.55643211587918,0.022069757767005933,0.022069757767005933,5.395555013236813,-52.12184110794187
Acpl2,0.0,0.027719361480052048,0.6894285399713657,0.04020628661703406,0.04020628661703406,6.006318928369656,-75.0196569497943
Pag1,0.22925341569618102,0.14387405601537076,0.6667267883018843,0.16632065666090165,0.2157916234051581,3.052106397984078,-228.1016220093113
Syngr3,0.0,0.09763167490250944,0.5543455138179795,0.17612061876371027,0.17612061876371027,3.200402714405887,-233.84693561635254
Rbms3,0.6431685239641053,0.4874595105346517,0.49654105799756953,0.3503051637930532,0.9817103796017563,2.74800338611048,-351.3192984173444
Pgap1,0.8150779522381562,5.367533011252953,7.007199160804478,0.1416507755940873,0.7660026335881569,2.327050568855847,-214.03057558399303
Dzank1,0.0,0.09998433925172126,0.7120021188315738,0.14042702487430778,0.14042702487430778,3.1625253074284365,-204.27886711958982
Dcx,0.0,0.051768647031902176,0.4782422960146775,0.10824773856955841,0.10824773856955841,4.395078056654454,-155.24692112065367
Nap1l5,0.0,0.2426996136292621,0.31228296865429234,0.7771785143298631,0.7771785143298631,2.0298570647259417,-593.5546246828831
Dbndd1,0.0,0.016925639966573945,1.037214440365295,0.01631836128372155,0.01631836128372155,7.686479101387199,-39.705542639024365
Lancl3,0.0,0.015436188982159644,1.182707873811219,0.013051565246130704,0.013051565246130704,8.048778141265148,-33.034468019170134
Peg3,0.0,0.2367680525566101,0.4236277462697776,0.5589059136032837,0.5589059136032837,2.055125977793845,-502.73631473103717
Rimkla,0.0,0.007654749129185164,0.21378726890217203,0.035805448886144564,0.035805448886144564,11.429691776757581,-49.81913720865102
1500011B03Rik,0.4555436722913641,0.3571446878984282,0.7465899250261678,0.260450454413793,0.47836794460615084,2.445283856426783,-315.71190095944525
Tbc1d8,0.0,0.03052243395791193,0.5215763999295129,0.05851958401882601,0.05851958401882601,5.723878660366275,-96.7713031053394
Dnm3,0.0,0.20298440412945237,0.43049128878797616,0.4715180293216698,0.4715180293216698,2.219569071089402,-450.0106260173247
Prpsap1,0.0,0.18245695193015554,0.4206094276993127,0.43379187415787374,0.43379187415787374,2.341099069237479,-424.1172376624513
Neto1,0.0,0.7605849058861923,6.083629122877642,0.12502157684563536,0.12502157684563536,1.1466375206391743,-212.04735951965233
Syt13,0.0,0.48169844741727524,3.177952988661842,0.1515750702215726,0.1515750702215726,1.4408287865523526,-233.3174851709181
Marcks,0.0,0.46460603339740425,0.1866033276628502,2.489805724348291,2.489805724348291,1.4670927717511555,-1079.8406002704903
Lhfpl3,0.99111316603482,836.1498142643795,413.5417494396718,0.017968499140538705,2.0219235794144614,10.566957462780067,-28.929229600785145
Nap1l3,0.0,0.11715464500677546,0.8216140671581171,0.14259084610369677,0.14259084610369677,2.9215965552868854,-210.25357445266357
Tmsb10,0.0,0.23619820930198077,0.16986846901711491,1.3904770595076292,1.3904770595076292,2.0576035456634343,-772.5284844071338
Fgf12,0.0,0.1338745958093889,0.48048194981081416,0.2786256504788597,0.2786256504788597,2.733070998100836,-318.6585756582809
Pitpnc1,0.0,0.3790303395783602,0.36042870674418737,1.051609742748308,1.051609742748308,1.624287913595617,-726.9944480960703
Hsdl1,0.0,0.10297297205771822,0.4994738809655988,0.20616287654250826,0.20616287654250826,3.1162936600320066,-257.5925297033803
Iglon5,0.0,0.0715355456579207,0.6257807625964537,0.11431406961298957,0.11431406961298957,3.7388587035371494,-169.8933713966545
Kcnh2,0.0,0.015348227838754978,0.28973265141596316,0.05297375964961521,0.05297375964961521,8.071809082325732,-75.99440797234108
Thsd7a,0.3562652866496433,0.23462484936625164,0.5590074632532412,0.2701863035471358,0.4197168459984621,2.678500696375039,-313.503615421911
Arhgdig,0.8764917314258065,1.6856192395953282,3.5429770823678157,0.05876072831344228,0.4757635176315642,3.4496342869821137,-113.91284350918266
Slc25a33,0.0,0.13295583434782313,0.49257733402619486,0.26991870141705027,0.26991870141705027,2.7424978775073283,-312.63689603612585
